title,subtitle,author,publisher,genre,width,color,bookcase,compartment
Schicksal aus zweiter Hand,,Konsalik,,Roman,,"[0.0, 0.7978586071994486, 0.06431340250485663, 8.952311039094742e-06, 0.0, 0.0, 0.13781903798465575, 0.0]",OS-1,
Schwarze Diamanten,,Martin Walker,,Roman,,"[0.01257186507457886, 0.04325975957865959, 0.9220118200458328, 0.020202629357134242, 9.24697463112612e-05, 0.0007679009367587343, 0.0010935552607244804, 0.0]",OS-1,
Tinas Shetty-Jahr,,Seuberlich,,Roman,,"[0.014078680525357788, 0.9696683996444253, 0.016010482527197233, 0.00015585255194123013, 0.0, 0.0, 0.0, 8.658475107846118e-05]",OS-1,
Ulrike im Internat,,Fischer,,Roman,,"[0.0118801151720966, 0.03262621362281769, 0.9525828665755203, 0.0029108046295654583, 0.0, 0.0, 0.0, 0.0]",OS-1,
Unheimliche Verfolger,,v. Hanstein,GJB,Roman,,"[0.0004140479021572957, 0.8328945133344657, 0.056508691467074344, 0.003584876281071287, 1.4155483834437461e-05, 9.201064492384349e-05, 0.10649170488647303, 0.0]",OS-1,
Unternehmen Venezia,,E.S. Aarons,,Roman,,"[0.014471847588103208, 0.00214743544855725, 0.983376048625408, 0.0, 0.0, 4.668337931646196e-06, 0.0, 0.0]",OS-1,
"Washington, D.C.",,Gore Vidal,G,Roman,,"[6.516736777765793e-05, 0.8723977995901198, 0.07712670334016467, 8.98860245209075e-05, 0.0, 0.0, 0.05032044367741704, 0.0]",OS-1,
Weiselkirschen,,Leonie Ossowski,Heyne,Roman,,"[2.182800158408926e-05, 0.8659168228408208, 0.07065724112769693, 0.0007795714851460449, 0.0, 6.236571881168359e-06, 0.06261518168693032, 3.1182859405841797e-06]",OS-1,
Wenn der Panther schläft,,Pestum,,Roman,,"[0.0010815675923019617, 0.9352458675420053, 0.048292371166769404, 0.0003290083235324149, 0.0, 0.0003290083235324149, 0.014555782037658217, 0.00016639501420030178]",OS-1,
"Wir helfen dir, K.I.M.",,Potthoff,,Roman,,"[0.014332778390039158, 0.26787347292892816, 0.6652695383028114, 0.05250662414706779, 3.908051367427173e-06, 0.0, 0.0, 1.3678179785995107e-05]",OS-1,
Wo nachts der Puma ruft ...,,Salamanca,Sala,Roman,,"[0.050856953726891356, 0.3467013861196625, 0.08935208077456813, 0.3491897021996076, 0.14295854401607835, 0.00795543362097842, 0.012973936484136984, 1.1963058076659276e-05]",OS-1,
Zwei treue Freunde,,Max Albert,Karo Buch,Roman,,"[0.001458770136517879, 0.3961789633843467, 0.3494251190806088, 0.252884861730551, 1.0457133595110245e-05, 1.0457133595110245e-05, 2.091426719022049e-05, 1.0457133595110245e-05]",OS-1,
Ausser Kontrolle,Die Medienmacht des Leo Kirch,Michael Radkte,Edition Hands Erpf,Politics,,"[4.040192788493531e-05, 0.0015138840036884585, 0.026170942933465155, 0.9722676413829817, 0.0, 0.0, 7.1297519796944665e-06, 0.0]",H-1,
Begegnungen,7,,,Roman,,"[0.0126754713846665, 0.9789060553202094, 0.008185895838524795, 0.00022427111886369298, 0.0, 0.0, 0.0, 8.306337735692333e-06]",H-1,
Berts heimliche Katastrophen,,S. Olsson A. Jacobsson,,Roman,,"[0.00045289066174293227, 0.9986413280147712, 8.709435802748697e-05, 0.0008186869654583776, 0.0, 0.0, 0.0, 0.0]",H-1,
Blanco,,Henri Charriere,,Roman,,"[0.00026583077655815604, 0.3822535804082718, 0.6174695125328135, 1.1076282356589834e-05, 0.0, 0.0, 0.0, 0.0]",H-1,
Das Bergbau-Handbuch,,,,School,,"[0.0, 0.9319597277231305, 0.0, 0.0, 0.06749996381863003, 0.0005403084582394627, 0.0, 0.0]",H-1,
Das Freiluft Museum,,Aleksander Minkowski,ww,Roman,,"[0.07882364610196389, 0.8819083515175561, 0.02938901011704027, 0.004364213449712359, 1.9837333862328903e-05, 0.0029557627454870066, 0.0025391787343780996, 0.0]",H-1,
Das magische Buch,,Kim Wilkins,Heyne,Roman,,"[0.06515957048955694, 0.6920395762339151, 0.0820994432161225, 0.16036033879745454, 0.0002842260524591537, 2.9918531837805656e-06, 4.786965094048905e-05, 5.983706367561131e-06]",H-1,
Das Osterman Wochenende,,Robert Ludlum,Heyne,Roman,,"[0.0001642321663188809, 0.9946672849524693, 0.00405750057964294, 0.0011109823015689002, 0.0, 0.0, 0.0, 0.0]",H-1,
Das Wunder von Jerusalem,,Riemschneider,,Roman,,"[7.560553157561928e-05, 0.9257416215324554, 0.07416215324553928, 2.0619690429714347e-05, 0.0, 0.0, 0.0, 0.0]",H-1,
Der aus den Docks,,Mario Giordano,rowohlt rotfuchs,Roman,,"[0.18986575252483784, 0.7643997865177765, 0.03849864520896625, 0.00234009360374415, 0.004628869365300927, 7.184497906232039e-05, 0.0001539535265621151, 4.105427374989737e-05]",H-1,
Der Großwesir der Nacht,,Catherine Hermary-Vielle,,Roman,,"[0.0010155883802266746, 0.05871182529476101, 0.0027523046044012835, 0.0, 1.2018797399132243e-05, 6.009398699566121e-06, 0.9364626275494874, 0.001039625975024939]",H-1,
Die 13. Prophezeiung,,Valentine Ermantinger,rowohlt rotfuchs,Roman,,"[0.00036244168780909844, 0.023266418023874386, 0.9674270147665759, 1.1691667348680596e-05, 0.0, 0.0019291251125322982, 0.0005845833674340298, 0.006418725374425647]",H-1,
Die Anstalt,,John Katzenbach,Knaur,Roman,,"[0.15327001723730016, 0.6592422347652686, 0.18736269307466116, 6.083752999628215e-05, 3.3798627775712305e-06, 1.6899313887856152e-05, 3.3798627775712305e-05, 1.0139588332713692e-05]",H-1,
Die Freiburger Thesen,,Flach/Maihofer/Scheel,ro ro ro,Roman,,"[0.03219758721878057, 0.02225301597652429, 0.3663460493424628, 0.5789588088251277, 5.4341919356591676e-05, 0.0, 0.00016302575806977502, 2.7170959678295838e-05]",H-1,
Modesty Blaise,Die Lady bittet ins Jenseits,Peter O'Donnell,,Roman,,"[0.0, 0.8673429691474399, 0.05301493251937636, 2.393991082383218e-05, 0.029476015201843373, 0.0501421432205165, 0.0, 0.0]",H-1,
Die Morgengabe,,Eva Ibbotson,Scherz,Roman,,"[3.444154752761351e-05, 0.1893837373900884, 0.0, 0.0, 0.0, 0.0, 0.78776429582534, 0.022817525237043952]",H-1,
Die Muschelsucher,,Rosamunde Pilcher,ro ro ro,Roman,,"[0.0003664272940539206, 0.08200403866604533, 0.00010355553962393407, 3.9829053701513106e-05, 0.0, 0.00010355553962393407, 0.9173666622854708, 1.5931621480605243e-05]",H-1,
Die wichtigsten Wirtschaftsdenker,,Vera Linß,marixwissen,Political,,"[0.0016199223720368252, 0.1879163414347273, 0.8097366423232788, 0.0, 5.3462784555670795e-06, 1.0692556911134159e-05, 1.603883536670124e-05, 0.0006950161992237203]",H-1,
Dominiqzue von Mogador,,Barbier,,Roman,,"[6.0808274155425945e-05, 0.21928256811848623, 0.5875269010517188, 0.19312972255563957, 0.0, 0.0, 0.0, 0.0]",H-1,
Ein ehrenwerter Herr,,Jules Romains,,Roman,,"[0.00942273880589158, 0.6537590937325627, 0.33631281387195605, 0.00014739479696366717, 2.105639956623817e-05, 0.0, 1.0528199783119084e-05, 0.0003263741932766916]",H-1,
Ein Kerl wie Samt und Seide,,Will Berthold,Heyne,Roman,,"[0.0005759975747470537, 0.8589033309333435, 0.12210390693091819, 7.578915457198075e-06, 7.578915457198075e-06, 0.0, 0.01839402781461973, 7.578915457198075e-06]",H-1,
Ein Mann für eine Nacht,,Jil Karoly,,Roman,,"[7.139899184623513e-06, 0.027445772465692783, 0.0018278141912636194, 0.0, 0.0, 0.9535478159048394, 0.017057219152065574, 0.00011423838695397621]",H-1,
Ende eines Sommers,,Rosamunde Pilcher,ro ro ro,Roman,,"[0.0020565140751028256, 0.23409540088670477, 0.7598151808129907, 0.002750921425137546, 0.0, 0.0, 0.0012552748250627638, 2.67079750013354e-05]",H-1,
"Geh, aus mein Herz",,Ake Edwardson,List,Roman,,"[0.023825179729966683, 0.587877725173885, 0.35400227950201646, 1.4612192413349698e-05, 7.306096206674849e-06, 0.0005990998889473377, 0.03317698287451049, 0.0004968145420538898]",H-1,
Grüne Tomaten,,Fannie Flagg,Bastei Lübbe,Roman,,"[0.02304997234003319, 0.7442856112050926, 0.13712929631440965, 0.0011785551074730014, 0.09278515822302752, 0.000248538832188184, 0.001322867977775818, 0.0]",H-1,
Handlexikon zur Politikwissenschaft,,,ro ro ro,Political,,"[1.2165450121654501e-05, 0.0016545012165450122, 0.0979683698296837, 0.9003649635036496, 0.0, 0.0, 0.0, 0.0]",H-1,
Hannas Töchter,,Marianne Fredriksson,,Roman,,"[0.0, 0.9725750087646879, 0.02029449351413094, 0.0, 0.0008708141546882598, 0.006254028929124775, 5.6546373681055836e-06, 0.0]",H-1,
Harry Potter and the Gablet of Fire,,J.K. Rowling,Bloomsbury,Roman,,"[0.0006187801484388621, 0.020942802151030216, 0.2762049974189005, 0.0005948494244660884, 3.418674853253382e-06, 0.1635630796790548, 0.5355114850381695, 0.002560587465086783]",H-1,
Hochspannung,,Arthur Hailey,,Roman,,"[6.863211897377825e-05, 0.7479828591282863, 0.00692326500147988, 4.2895074358611404e-06, 4.2895074358611404e-06, 0.08823087844822779, 0.1501542077923192, 0.006631578495841323]",H-1,
Ich schenk dir eine Geschichte,Das geheimnisvolle Spukhaus,,cbj,Roman,,"[0.00507420150835853, 0.22590623153650993, 0.03588433600945331, 0.007124734994613005, 0.009192645883293365, 0.7133076147777431, 0.003492857887602961, 1.737740242588538e-05]",H-1,
In Irland gibt es keine Schlangen,,Frederick Forsyth,,Roman,,"[0.06339693285008939, 0.6983910105979478, 0.0023201032734306033, 0.23477404500911628, 3.992529533628189e-05, 8.872287852507087e-06, 0.0010691106862271039, 0.0]",H-1,
Indianerabenteuer für Erstleser,,Leserabe,Ravensburger,Roman,,"[0.0, 0.15553240293403464, 0.6935395783795593, 0.006057958106825075, 0.0, 0.0, 0.14482804977440197, 4.201080517909206e-05]",H-1,
Lächeln,Ein heiteres Lesebuch,,Heyne,Roman,,"[0.0007013081735129929, 0.7779190783875523, 0.2006021899516565, 9.350775646839905e-06, 0.0, 0.0053579944456392655, 0.015410078265992165, 0.0]",H-1,
LeseSommer,,,Bastei Lübbe,Roman,,"[0.00023122309041620156, 0.7919948971455908, 0.20436931908786476, 0.003404560676128209, 0.0, 0.0, 0.0, 0.0]",H-1,
Magma am Himmel,,Carlos Rasch,,Roman,,"[0.001108950918393846, 0.7611123198832093, 0.15585673477122625, 0.04390182275033865, 0.034967047312899624, 0.003046105687233729, 7.018676698695228e-06, 0.0]",H-1,
Mit Babsi kann man Pferde stehlen,,Rosener,N,Roman,,"[0.0035257111912525493, 0.9513659250383104, 0.0380915071839246, 0.0070168565865124264, 0.0, 0.0, 0.0, 0.0]",H-1,
Neue Schulbibel,,,,Roman,,"[0.00032943984245454645, 0.245619365206028, 0.7514376388680447, 0.002595253870003038, 3.660442693939405e-06, 3.660442693939405e-06, 1.0981328081818215e-05, 0.0]",H-1,
Nimm den Diktator und geh,,Maria Klingler,,Roman,,"[6.0775084916299205e-05, 0.023871102797679743, 0.0011074571029192298, 0.06406369228899228, 0.2024350550689797, 0.7084619176565127, 0.0, 0.0]",H-1,
Palermis Erben,,Schuler,,Roman,,"[0.001269430526142335, 0.5113913080627147, 0.32859331229821853, 6.1030313756843025e-06, 0.0, 0.0, 0.15871543395604598, 2.441212550273721e-05]",H-1,
Schattenjagt,,K.J. Parker,Bastei Lübbe,Roman,,"[5.254835643072455e-05, 0.04828238531321209, 0.7450305974748126, 0.2066249146089208, 0.0, 4.77712331188405e-06, 4.77712331188405e-06, 0.0]",H-1,
Schwarzer Sonntag,,Thomas Harris,Heyne,Roman,,"[0.643431521923142, 0.15792703572033182, 0.19663111562552904, 2.1161334010496022e-05, 0.0, 0.0, 0.0007723886913831048, 0.0012167767056035213]",H-1,
So holen Sie sich den Führerschein zurück,,Vogel/Fehling,Econ,Roman,,"[0.0005333989824388642, 0.2489742327260791, 0.08883144592154932, 0.04097324798949614, 8.206138191367142e-05, 0.0002708025603151157, 0.6134662727720335, 0.006868537666174298]",H-1,
Spannende Fußball Geschichten,,Anne Ameling,ellermann,Roman,,"[0.0, 0.18873393920401127, 0.0014004230648699467, 0.010439517392666875, 0.0, 0.0, 0.799426120338452, 0.0]",H-1,
Straße der Pfirsich- blüten,,Anne Rivers Siddons,G,Roman,,"[0.006730206662262905, 0.9036066811361706, 0.037954137963574594, 0.01132395961121072, 0.007398320279324337, 0.0005058035293007455, 0.02573558554307823, 0.006745305275077852]",H-1,
The Queen and I,,Sue Townsend,Arrow,Roman,,"[5.968367651447329e-05, 0.8759375310852482, 0.1224709042076992, 1.9894558838157762e-05, 0.0, 0.0, 0.0015119864716999902, 0.0]",H-1,
Todsünden,,Elise Title,,Roman,,"[0.20434135234928458, 0.7647243421535832, 0.013487437320139682, 0.017420160380319023, 6.676949168385981e-06, 6.676949168385981e-06, 1.3353898336771962e-05, 0.0]",H-1,
Traumnzeit für Agenten,,Gisbert Haefs,Heyne,Roman,,"[6.611133148221606e-05, 0.19778621484293837, 0.014006157798303772, 0.0, 9.444475926030864e-06, 6.611133148221606e-05, 0.7821537182901721, 0.005912241929695321]",H-1,
Vorschusslorbeeren,,Burgh,Knaur,Roman,,"[4.85196650202327e-06, 0.10571949811258503, 0.8895255747154321, 0.00203297396434775, 9.70393300404654e-06, 0.0, 9.70393300404654e-06, 0.002697693375124938]",H-1,
Wer wirft den ersten Stein,,Gürt,,Roman,,"[0.007193444913773939, 0.25144504081049324, 0.7355218026487121, 0.005780163241972878, 3.9698923365198335e-06, 7.939784673039667e-06, 3.9698923365198335e-06, 4.366881570171817e-05]",H-1,
Wunder dauern etwas länger,,Dieter Zimmer,,Roman,,"[0.049793182572989945, 0.8619003049424836, 0.04146613930738806, 0.046804142387005226, 0.0, 0.0, 1.2076930044382717e-05, 2.4153860088765434e-05]",H-1,
60 Sekunden,,James Hankins,Piper,Roman,,"[0.0021783301044275387, 0.9222699995274772, 0.060048197325520955, 8.505410386051127e-05, 0.0, 0.0021547039644662855, 0.013263714974247507, 0.0]",H-2,
Ali und die Spaghettibande,,Günter Rudorf,Omnibus,Roman,,"[0.002099192129089714, 0.27643603825194546, 0.7017980958843112, 0.009796229935751999, 4.24079217997922e-05, 3.180594134984415e-05, 0.009605394287652934, 0.0001908356480990649]",H-2,
Aus Leidenschaft,,Mary Mackey,,Roman,,"[4.183429436003988e-05, 0.9816231241386203, 0.009047828219090847, 0.0, 0.0, 0.0, 0.00019057845208462614, 0.009096634895844228]",H-2,
Das Erbe der Astrow,,Constance Heaven,Zsolnay,Roman,,"[0.47334614107064305, 0.3199944340207019, 0.1293461769801869, 0.001674282482426767, 0.00013466078947132175, 0.011082582973489779, 0.06436336867430942, 5.835300877090609e-05]",H-2,
Der rostende Ruhm,,Konsalik,Lingen,Roman,,"[0.0, 0.24819137329393978, 0.7159306425095654, 0.03587798419649486, 0.0, 0.0, 0.0, 0.0]",H-2,
Der Ruf der Amsel,,Marcia Willett,,Roman,,"[0.00014201212660072365, 0.006551081144494252, 0.18128156682596722, 0.0, 6.174440286987985e-06, 0.01755393373590684, 0.7883463614023388, 0.006118870324405092]",H-2,
Der Saxophonist,,Holmes,MaroVerlag,Roman,,"[0.0, 0.9815674729632664, 0.018245369105789756, 0.0001871579309437818, 0.0, 0.0, 0.0, 0.0]",H-2,
Der Seewolf,,Jack London,,Roman,,"[0.0855158773283488, 0.114260253428677, 0.15664869916755417, 0.10557716968419223, 0.016909735051837686, 0.45398726336151624, 0.06419396205090308, 0.00290703992697081]",H-2,
Der Tod der Fünften Sonne,,Robert Somerlott,,Roman,,"[0.0014400994893772436, 0.050539863941804264, 0.9469983287448943, 1.849244930179446e-05, 0.00010864313964804246, 0.0007882406514889889, 2.3115561627243076e-06, 0.00010402002732259384]",H-2,
Die spannendsten Detektiv Geschichten,,tosa,,Roman,,"[0.18026179773975864, 0.3231471479842503, 0.08934302782520491, 0.00987064977099473, 0.0011498658489842851, 0.0033257062770286226, 0.39287276753739, 2.903701638849205e-05]",H-2,
Deutschlandreise,,Roger Willemsen,,Roman,,"[0.5131930558929606, 0.39366135331601665, 0.092968063834956, 9.343524003513164e-06, 2.8030572010539494e-05, 3.737409601405266e-05, 9.343524003513164e-06, 9.343524003513165e-05]",H-2,
Die Abenteuer von Winnieh Puuh,,,Disney,Roman,,"[0.0, 0.13052686715022602, 0.8682205850536887, 0.0012525477960852187, 0.0, 0.0, 0.0, 0.0]",H-2,
Die Amalfi-Affäre,,Vicky Maxwell,Caroline,Roman,,"[0.001953900652888755, 0.9937411637622913, 0.003653635367190354, 0.0005877587329827962, 0.0, 0.0, 3.1770742323394386e-05, 3.1770742323394386e-05]",H-2,
Die Herren der Insel,,Pat Conroy,Bastei Lübbe,Roman,,"[0.783280762751353, 0.21638768414638518, 0.0, 0.0, 0.0, 8.960894655722427e-06, 0.0003225922076060074, 0.0]",H-2,
Die kleine Weltlaterne,,Peter Bamm,,Roman,,"[0.00127987201279872, 0.9667433256674333, 0.030436956304369562, 0.0012332100123321002, 0.0, 0.00024664200246642, 5.3328000533280006e-05, 6.666000066660001e-06]",H-2,
Die MacGregories,,Nora Roberts,,Roman,,"[2.6387710866082368e-05, 0.37745924041089435, 5.654509471303365e-06, 0.0, 0.0, 3.7696729808689094e-05, 0.62242955423617, 4.1466402789558006e-05]",H-2,
Die Maharani,,Gita Mehta,,Roman,,"[0.00013100521433100003, 0.3158843013702175, 0.0004011023846183705, 0.0010140773998214448, 0.0, 0.0, 0.6825630442377114, 6.469393300296298e-06]",H-2,
Die Reise nach Portiun cula,,Stefan Andres,,Roman,,"[0.006719339031242164, 0.03804650411617954, 0.5296420177567353, 0.19920863951447357, 0.0, 0.014909197546867497, 0.21145305175293572, 2.125028156623075e-05]",H-2,
Die schöne Rivalin,,Konsalik,G,Roman,,"[0.009901710957408081, 0.7694939934473971, 0.10923431622375926, 1.2134449702705983e-05, 0.0, 0.012668365489625046, 0.09867734498240505, 1.2134449702705983e-05]",H-2,
Verschwörung der Sieben,,Jon Land,,Roman,,"[0.0, 0.0001692636704826944, 0.9904789185353484, 0.009351817794168866, 0.0, 0.0, 0.0, 0.0]",H-2,
Die Versuchung,,David Baldacci,Bastei Lübbe,Roman,,"[0.0022917475899572725, 0.16179949856986475, 0.5044599032451711, 0.33141353861365164, 0.0, 0.0, 3.5311981355273846e-05, 0.0]",H-2,
Die vierte Hand,,John Irving,,Roman,,"[1.4283214723137737e-05, 0.025092037464872218, 0.9748829669093623, 0.0, 0.0, 7.1416073615688685e-06, 3.5708036807844342e-06, 0.0]",H-2,
Die Wanderhure,,Iny Lorentz,Knaur,Roman,,"[7.52831976759634e-05, 0.018882797346488702, 0.9566545918322159, 0.024356328659870512, 1.3285270178111189e-05, 8.856846785407459e-06, 4.428423392703729e-06, 4.428423392703729e-06]",H-2,
Eifel-Krieg,,Jacques Berndorf,KBV,Roman,,"[0.0003194547971462038, 0.9944716572604977, 1.7747488730344655e-05, 0.0, 0.0, 7.098995492137862e-05, 0.005120150498704433, 0.0]",H-2,
Ein Jahr rollt übers Gebirg,,Johannes Linke,MV,Roman,,"[0.00017179800171798, 0.9879560558795606, 0.00420905104209051, 0.00760884307608843, 0.0, 0.0, 5.425200054252e-05, 0.0]",H-2,
Erbin des verlorenen Landes,,Kiran Desai,,Roman,,"[0.0, 0.004266878356755684, 0.9921050346683866, 0.0, 0.0, 7.442229692015728e-05, 0.00355366467793751, 0.0]",H-2,
Falken- horst,,Mark Rascovich,,Roman,,"[2.6807926567727545e-05, 0.5778680907037259, 0.4061776185982671, 3.5743902090303394e-06, 0.0, 0.0, 3.5743902090303394e-06, 0.01592033399102113]",H-2,
Feuerspringer,,Nicholas Evans,,Roman,,"[0.23801079650665147, 0.6538877313354453, 0.1059292122915125, 9.207380909348219e-05, 0.0, 3.4101410775363774e-05, 0.001994932530358781, 5.115211616304567e-05]",H-2,
Feuerwind,,Stefanie Gercke,Heyne,Roman,,"[4.298394549635711e-06, 6.0177523694899956e-05, 0.9999355240817555, 0.0, 0.0, 0.0, 0.0, 0.0]",H-2,
Gäste im Schloss,,Planner-Petelin,,Roman,,"[0.00678269057365603, 0.7777910771710594, 0.21272911529776012, 0.0026811576855863837, 0.0, 0.0, 3.989817984503547e-06, 1.1969453953510641e-05]",H-2,
Gesang vom großen Feuer,,Sebastian Faulks,S,Roman,,"[1.5995495668419773e-06, 0.01889547903310428, 0.9810997223181952, 1.5995495668419773e-06, 0.0, 1.5995495668419773e-06, 0.0, 0.0]",H-2,
Großes Wörterbuch Französisch,,,AJV,Roman,,"[8.194348084980852e-06, 0.16591642857533065, 0.8340043593931812, 2.7314493616602842e-06, 0.0, 2.7314493616602842e-06, 2.7314493616602842e-06, 6.282333531818654e-05]",H-2,
Gulla hält ihr Wort,,Sandwall-Bergström,t,Roman,,"[0.00011485283635835436, 0.7781448564508446, 0.016035482770385533, 0.0013039174951271996, 8.107259037060308e-05, 0.06509115599379794, 0.13907327273157202, 0.0001553891315436559]",H-2,
In den Schuhen des Fischers,,Morris L. West,,Roman,,"[0.0033869527153102645, 0.8318506203517833, 1.3264827866750383e-05, 3.095126502241756e-05, 0.0, 0.02445149936770987, 0.14017827928652912, 8.843218577833588e-05]",H-2,
Kalt ist der Abendhauch,,Ingrid Noll,de te be,Roman,,"[5.948203047859242e-05, 0.9950629914702769, 0.004865630093148859, 0.0, 0.0, 0.0, 1.1896406095718484e-05, 0.0]",H-2,
Lebendiger Bambus,,Pearl S. Buck,Lingen,Roman,,"[0.0001476647436068344, 0.26185060839925267, 0.7378356040205828, 0.00016612283655768873, 0.0, 0.0, 0.0, 0.0]",H-2,
Märchen und Sagen der Indianer Nordamerikas,,Karl Knortz,Borowsky,Roman,,"[0.00027444688397230195, 0.9518282384732308, 0.004775375781118054, 7.600067556156054e-05, 4.22225975342003e-06, 0.04304171592636379, 0.0, 0.0]",H-2,
Middlesex,,Jeffrey Eugenides,,Roman,,"[0.006856626244497803, 0.08524684078260422, 0.0005549749701812843, 0.0, 0.0, 0.0, 0.9068380524854152, 0.0005035055173015685]",H-2,
Nicht ohne meine Tochter,,Betty Mahmoody,Bastei Lübbe,Roman,,"[2.4820301020610777e-06, 0.9531814661848219, 0.046806123664667805, 9.92812040824431e-06, 0.0, 0.0, 0.0, 0.0]",H-2,
oleander,oleander,Bergius,,Roman,,"[0.050167783897528274, 0.09100981197044453, 0.8497198287886879, 0.00907069241744315, 0.0, 3.985365737013686e-06, 0.0, 2.78975601590958e-05]",H-2,
Radetzkymarsch,,Joseph Roth,dtv,Roman,,"[0.0016051364365971107, 0.9911672153149967, 0.006447751448703648, 0.0005803883160577124, 0.0, 0.0, 7.254853950721405e-05, 0.00012695994413762458]",H-2,
Russische Freunde,,Matti Rönka,Lübbe,Roman,,"[0.001854880998035548, 0.6844432617730157, 0.18869696566513527, 0.1250048915638134, 0.0, 0.0, 0.0, 0.0]",H-2,
Sie hatten einen Traum,,Thomas Jeier,Arena Live,Roman,,"[0.0001336835843242629, 0.048761087382274894, 0.0, 0.0004411558282700676, 0.018241125081045674, 0.004518505150160086, 0.927904442973925, 0.0]",H-2,
Summer Rave,,Fuch,,Roman,,"[0.0010421960189834713, 0.20164339669770287, 0.5582036330436431, 0.04998234296000896, 0.0699649443157251, 0.10352193348894496, 0.012575257749717917, 0.003066295725273684]",H-2,
Tal der Träume,,Patricia Shaw,Bastei Lübbe,Roman,,"[3.310303081892169e-05, 0.14825901702914485, 0.7053924837204023, 0.013411456486065988, 0.0008275757704730423, 0.00015132814088649916, 0.13192030681780564, 4.729004402703099e-06]",H-2,
Träum den unmög- lichen Traum,,Johannes Mario Simmel,,Roman,,"[4.1977910781474045e-05, 0.9438313460106624, 0.010229354048327623, 0.00035791692350519973, 0.0, 0.005647133681970929, 0.039892271424752386, 0.0]",H-2,
Und immer wieder Abschied,,Cathy Spellman,Knaur,Roman,,"[1.1453179402602163e-05, 0.8659290819131391, 0.1340308319589518, 0.0, 0.0, 0.0, 0.0, 2.8632948506505407e-05]",H-2,
Wer sein Haus auf Sünden baut,,P. D. James,BILD,Roman,,"[0.05364184863990753, 0.04620724078847125, 0.9000604226079799, 0.0, 0.0, 0.0, 0.0, 9.048796364135241e-05]",H-2,
Wo die Sonne aufgeht,,Pearl S.Buck,,Roman,,"[0.0068745898376563995, 0.11088638099643898, 0.19535023829759765, 0.6868861012791686, 0.0, 0.0, 0.0, 2.6895891383632236e-06]",H-2,
Zähl nicht die Stunden bis zur Ewigkeit,,Danny Scheinmann,CP,Roman,,"[2.074958830930468e-05, 0.8214007481169748, 0.012355436675085969, 3.7726524198735783e-06, 1.8863262099367892e-06, 0.00037349258956748425, 0.1652761298622416, 0.0005677841891909735]",H-2,
Ärzte kochen besser,,Dr. Julius Bernheim,,Roman,,"[0.00036607272077164723, 0.003115874786102858, 0.9964414326213361, 5.9593233613989085e-05, 0.0, 0.0, 8.513319087712727e-06, 8.513319087712727e-06]",H-3,
Anaconda,,Suart Woods,G,Roman,,"[0.01599580169840383, 0.8666834780475171, 0.11541921677139702, 2.7261698676444528e-05, 0.0, 0.0, 0.001642517345255783, 0.0002317244387497785]",H-3,
Aufruhr der Herzen,,Shirlee Busbee,G,Roman,,"[0.0005589125047878868, 0.96778240715408, 0.03164304642491421, 1.1725437163382241e-05, 0.0, 3.908479054460747e-06, 0.0, 0.0]",H-3,
Circus,,Alistair MacLean,Heyne,Roman,,"[0.0001404801298660756, 0.04535947304342397, 0.019261386694970812, 0.9351450067118284, 0.0, 1.5608903318452845e-05, 7.804451659226423e-05, 0.0]",H-3,
Das Haus auf den Klippen,,Mary Higgins Clark,Heyne,Roman,,"[0.8707053066588281, 0.0754672937596182, 0.036207701485311154, 0.0, 0.0, 0.0007089378036761019, 0.013556274099562534, 0.003354486193003994]",H-3,
Das hungrige Herz,,Janet Dailey,G,Roman,,"[0.00143390689609177, 0.9775243430705616, 0.005468854208350007, 0.0005502200880352141, 0.0, 0.005885687608376684, 0.009136988128584766, 0.0]",H-3,
Das Schlangennest,,Linda Davies,Heyne,Roman,,"[0.0037292766680205296, 0.13632695259546052, 0.0018620009389126548, 0.012728068741065824, 0.0, 0.00045363195678891873, 0.8449000690997516, 0.0]",H-3,
Das siebte Gebot,,Lawrence Sanders,G,Roman,,"[0.6174267467796192, 0.2576667950217598, 0.11473492251469423, 0.010149739536032666, 0.0, 0.0, 7.265382631376282e-06, 1.4530765262752564e-05]",H-3,
Der bedrohte Mond,,Malcom,G,Roman,,"[0.022825750541627977, 0.05872794800371402, 0.9183302383163108, 3.8687712782420303e-05, 1.9343856391210152e-05, 0.0, 3.8687712782420303e-05, 1.9343856391210152e-05]",H-3,
Der Ermittler,,Arthur Hailey,Blanvalet,Roman,,"[0.5114092125674145, 0.4302305954973999, 0.031912841492722055, 0.00019289968412676724, 0.0, 0.00393434980750219, 0.022300007233738154, 2.0093717096538253e-05]",H-3,
Der große Kampf,,Janet Dailey,Heyne,Roman,,"[0.01457751021285745, 0.8663083207912277, 0.0991356697484412, 0.0005848204687164051, 0.0, 0.016013760481616856, 0.003362717695119329, 1.720060202107074e-05]",H-3,
Der große Traum,,Janet Dailey,Heyne,Roman,,"[0.0014870689655172413, 0.9636314655172413, 6.46551724137931e-05, 0.0, 0.0, 0.0001831896551724138, 0.03463362068965517, 0.0]",H-3,
Der irrtum des Dottore Gambassi,,Nino Filasto,AV,Roman,,"[0.0015779784342947313, 0.9120089168305177, 0.0001815927563275683, 6.261819183709251e-06, 6.261819183709251e-06, 0.0, 0.08152262395271075, 0.004696364387781938]",H-3,
